n,path,true,answer,pred,correct,t_start,t_end,latency_s,E_im_J,Ppeak_W
52,/home/htj/resisc45/imgs_full/chaparral_s0005052.png,chaparral,desert,desert,0,1782900229.7516375,1782900231.5396864,1.7880489826202393,5.079232517786324,3.043
53,/home/htj/resisc45/imgs_full/overpass_s0005053.png,overpass,highway,,0,1782900231.5409675,1782900233.335579,1.7946114540100098,5.080487135610273,2.993
54,/home/htj/resisc45/imgs_full/railway_station_s0005054.png,railway_station,intersection,intersection,0,1782900233.336863,1782900235.13089,1.7940268516540527,5.103277569547296,3.0439000000000003
55,/home/htj/resisc45/imgs_full/sea_ice_s0005055.png,sea_ice,harbor,harbor,0,1782900235.1320124,1782900236.9114625,1.7794501781463623,5.050883228240475,3.045
56,/home/htj/resisc45/imgs_full/airplane_s0005056.png,airplane,airport,airport,0,1782900236.9126022,1782900238.690299,1.7776968479156494,5.06322469322143,2.993
57,/home/htj/resisc45/imgs_full/bridge_s0005057.png,bridge,river,river,0,1782900238.6916375,1782900240.4825482,1.7909107208251953,5.087921391904354,3.045
58,/home/htj/resisc45/imgs_full/commercial_area_s0005058.png,commercial_area,intersection,intersection,0,1782900240.4836874,1782900242.2869594,1.803272008895874,5.346137983873486,3.146
59,/home/htj/resisc45/imgs_full/dense_residential_s0005059.png,dense_residential,residential,,0,1782900242.288548,1782900244.0912082,1.8026602268218994,5.379428868486035,3.2965
60,/home/htj/resisc45/imgs_full/forest_s0005060.png,forest,desert,desert,0,1782900244.0924525,1782900245.9240248,1.8315722942352295,5.346874656580389,3.144
61,/home/htj/resisc45/imgs_full/ship_s0005061.png,ship,harbor,harbor,0,1782900245.9253726,1782900247.7187245,1.7933518886566162,5.377309595890343,3.347
62,/home/htj/resisc45/imgs_full/baseball_diamond_s0005062.png,baseball_diamond,baseball diamond,baseball_diamond,1,1782900247.7202706,1782900249.5744865,1.8542158603668213,5.5274736681129,3.246
63,/home/htj/resisc45/imgs_full/basketball_court_s0005063.png,basketball_court,basketball court,basketball_court,1,1782900249.5759726,1782900251.4401124,1.8641397953033447,5.553854993894696,3.246
64,/home/htj/resisc45/imgs_full/sparse_residential_s0005064.png,sparse_residential,intersection,intersection,0,1782900251.4416716,1782900253.2258754,1.7842037677764893,5.3381704040840265,3.2905499999999996
65,/home/htj/resisc45/imgs_full/overpass_s0005065.png,overpass,highway,,0,1782900253.2272441,1782900255.0178106,1.7905664443969727,5.067303037643433,2.992
66,/home/htj/resisc45/imgs_full/airport_s0005066.png,airport,airport,airport,1,1782900255.0192022,1782900256.8186612,1.7994589805603027,5.303905345201492,3.144
67,/home/htj/resisc45/imgs_full/airplane_s0005067.png,airplane,airplane,airplane,1,1782900256.8202102,1782900258.6132753,1.793065071105957,5.250383732241969,3.144
68,/home/htj/resisc45/imgs_full/island_s0005068.png,island,desert,desert,0,1782900258.614209,1782900260.4066823,1.792473316192627,5.311322495043277,3.244
69,/home/htj/resisc45/imgs_full/wetland_s0005069.png,wetland,desert,desert,0,1782900260.4082277,1782900262.2062716,1.798043966293335,5.2947174679694635,3.195
70,/home/htj/resisc45/imgs_full/baseball_diamond_s0005070.png,baseball_diamond,baseball diamond,baseball_diamond,1,1782900262.2076983,1782900264.0814376,1.873739242553711,5.350036557284269,3.043
71,/home/htj/resisc45/imgs_full/tennis_court_s0005071.png,tennis_court,residential,,0,1782900264.0827641,1782900265.8790922,1.796328067779541,5.084282054841519,3.0419
72,/home/htj/resisc45/imgs_full/parking_lot_s0005072.png,parking_lot,intersection,intersection,0,1782900265.8807864,1782900267.6658773,1.7850909233093262,5.045645870101067,2.992
73,/home/htj/resisc45/imgs_full/roundabout_s0005073.png,roundabout,intersection,intersection,0,1782900267.66735,1782900269.46531,1.7979600429534912,5.065808607272804,2.9869
74,/home/htj/resisc45/imgs_full/bridge_s0005074.png,bridge,bridge,bridge,1,1782900269.4663346,1782900271.260201,1.7938663959503174,5.076757633855266,2.992
75,/home/htj/resisc45/imgs_full/meadow_s0005075.png,meadow,circular farmland,circular_farmland,0,1782900271.261493,1782900273.1315212,1.8700282573699951,5.333490592588078,3.043
76,/home/htj/resisc45/imgs_full/sparse_residential_s0005076.png,sparse_residential,intersection,intersection,0,1782900273.1327147,1782900274.9289994,1.7962846755981445,5.107454805582761,3.043
77,/home/htj/resisc45/imgs_full/wetland_s0005077.png,wetland,river,river,0,1782900274.9301276,1782900276.7243717,1.7942440509796143,5.148091334142992,3.0935
78,/home/htj/resisc45/imgs_full/tennis_court_s0005078.png,tennis_court,golf course,golf_course,0,1782900276.7256107,1782900278.5837364,1.8581256866455078,5.2605227394104,3.043
79,/home/htj/resisc45/imgs_full/harbor_s0005079.png,harbor,harbor,harbor,1,1782900278.5851355,1782900280.3761277,1.790992259979248,5.371745472759008,3.347
80,/home/htj/resisc45/imgs_full/sparse_residential_s0005080.png,sparse_residential,desert,desert,0,1782900280.37734,1782900282.1792924,1.8019523620605469,5.347787718126852,3.195
81,/home/htj/resisc45/imgs_full/ship_s0005081.png,ship,harbor,harbor,0,1782900282.180458,1782900283.9788432,1.7983851432800293,5.220880669549108,3.043
82,/home/htj/resisc45/imgs_full/dense_residential_s0005082.png,dense_residential,residential,,0,1782900283.98047,1782900285.7811651,1.8006951808929443,5.072093629044871,3.042
83,/home/htj/resisc45/imgs_full/runway_s0005083.png,runway,intersection,intersection,0,1782900285.7821593,1782900287.5706897,1.7885303497314453,5.302210004925728,3.246
84,/home/htj/resisc45/imgs_full/mountain_s0005084.png,mountain,desert,desert,0,1782900287.5720718,1782900289.371284,1.7992122173309326,5.9683351595094125,4.1055
85,/home/htj/resisc45/imgs_full/storage_tank_s0005085.png,storage_tank,industrial area,industrial_area,0,1782900289.3725684,1782900291.2488644,1.876296043395996,5.7206560639468105,3.2863999999999995
86,/home/htj/resisc45/imgs_full/mobile_home_park_s0005086.png,mobile_home_park,residential area,,0,1782900291.2503552,1782900293.1059391,1.855583906173706,5.4468135224038905,3.144
87,/home/htj/resisc45/imgs_full/wetland_s0005087.png,wetland,desert,desert,0,1782900293.1072152,1782900294.905409,1.7981939315795898,5.180990071803332,3.08845
88,/home/htj/resisc45/imgs_full/commercial_area_s0005088.png,commercial_area,intersection,intersection,0,1782900294.9066634,1782900296.7294075,1.8227441310882568,5.234294576190412,3.043
89,/home/htj/resisc45/imgs_full/railway_s0005089.png,railway,intersection,intersection,0,1782900296.7308276,1782900298.524222,1.7933943271636963,5.217157652008918,3.043
90,/home/htj/resisc45/imgs_full/ship_s0005090.png,ship,harbor,harbor,0,1782900298.5255558,1782900300.3095264,1.783970594406128,5.074727352112532,3.045
91,/home/htj/resisc45/imgs_full/golf_course_s0005091.png,golf_course,golf course,golf_course,1,1782900300.3110151,1782900302.1669827,1.8559675216674805,5.253954058915377,2.988
92,/home/htj/resisc45/imgs_full/baseball_diamond_s0005092.png,baseball_diamond,baseball diamond,baseball_diamond,1,1782900302.168142,1782900304.0316408,1.8634986877441406,5.334349698153409,3.043
93,/home/htj/resisc45/imgs_full/desert_s0005093.png,desert,desert,desert,1,1782900304.0331569,1782900305.8083203,1.7751634120941162,5.088534552435721,3.045
94,/home/htj/resisc45/imgs_full/airport_s0005094.png,airport,airport,airport,1,1782900305.8097534,1782900307.603855,1.7941014766693115,5.1802998168692,3.043
95,/home/htj/resisc45/imgs_full/circular_farmland_s0005095.png,circular_farmland,circular farmland,circular_farmland,1,1782900307.6049287,1782900309.4710224,1.866093635559082,5.30005581754446,3.043
96,/home/htj/resisc45/imgs_full/terrace_s0005096.png,terrace,circular farmland,circular_farmland,0,1782900309.4721777,1782900311.335788,1.8636102676391602,5.5000786301872955,3.1847999999999996
97,/home/htj/resisc45/imgs_full/thermal_power_station_s0005097.png,thermal_power_station,industrial area,industrial_area,0,1782900311.3369844,1782900313.1930478,1.8560633659362793,5.522800911860032,3.1847999999999996
98,/home/htj/resisc45/imgs_full/golf_course_s0005098.png,golf_course,golf course,golf_course,1,1782900313.1944158,1782900315.0629756,1.8685598373413086,5.429638526136225,3.0846
99,/home/htj/resisc45/imgs_full/mountain_s0005099.png,mountain,desert,desert,0,1782900315.064353,1782900316.8553224,1.7909693717956543,5.305082372080895,3.195
100,/home/htj/resisc45/imgs_full/baseball_diamond_s0005100.png,baseball_diamond,intersection,intersection,0,1782900316.8565905,1782900318.6388857,1.7822952270507812,5.1677937575309505,3.0945
101,/home/htj/resisc45/imgs_full/commercial_area_s0005101.png,commercial_area,airport,airport,0,1782900318.640489,1782900320.4282541,1.7877650260925293,5.655091851130128,3.493
102,/home/htj/resisc45/imgs_full/desert_s0005102.png,desert,beach,beach,0,1782900320.4294295,1782900322.213444,1.7840144634246826,5.3124497789567515,3.196
103,/home/htj/resisc45/imgs_full/mobile_home_park_s0005103.png,mobile_home_park,residential,,0,1782900322.2147572,1782900324.0099258,1.7951686382293701,5.320711546652019,3.1899
104,/home/htj/resisc45/imgs_full/ground_track_field_s0005104.png,ground_track_field,stadium,stadium,0,1782900324.0112762,1782900325.8076725,1.796396255493164,5.36890687327231,3.2975
105,/home/htj/resisc45/imgs_full/intersection_s0005105.png,intersection,intersection,intersection,1,1782900325.8089714,1782900327.5951233,1.7861518859863281,5.267417729020119,3.1899
106,/home/htj/resisc45/imgs_full/golf_course_s0005106.png,golf_course,golf course,golf_course,1,1782900327.5963488,1782900329.4615831,1.865234375,5.515950224905303,3.144
107,/home/htj/resisc45/imgs_full/terrace_s0005107.png,terrace,circular farmland,circular_farmland,0,1782900329.4627318,1782900331.312641,1.8499090671539307,5.4998374663069844,3.246
108,/home/htj/resisc45/imgs_full/thermal_power_station_s0005108.png,thermal_power_station,industrial area,industrial_area,0,1782900331.3138294,1782900333.1714878,1.8576583862304688,5.556650281963926,3.246
109,/home/htj/resisc45/imgs_full/terrace_s0005109.png,terrace,circular farmland,circular_farmland,0,1782900333.1729486,1782900335.029249,1.8563003540039062,5.496273310661316,3.144
110,/home/htj/resisc45/imgs_full/commercial_area_s0005110.png,commercial_area,intersection,intersection,0,1782900335.030693,1782900336.8254728,1.7947797775268555,5.348051128953695,3.1899
111,/home/htj/resisc45/imgs_full/snowberg_s0005111.png,snowberg,desert,desert,0,1782900336.8272693,1782900338.6253934,1.798124074935913,5.208875425077253,3.045
112,/home/htj/resisc45/imgs_full/ship_s0005112.png,ship,harbor,harbor,0,1782900338.6264286,1782900340.4027333,1.7763047218322754,5.265244743123651,3.246
113,/home/htj/resisc45/imgs_full/terrace_s0005113.png,terrace,industrial area,industrial_area,0,1782900340.4043412,1782900342.2695296,1.8651883602142334,5.522123288959264,3.246
114,/home/htj/resisc45/imgs_full/cloud_s0005114.png,cloud,desert,desert,0,1782900342.270719,1782900344.053777,1.7830579280853271,5.199786962218583,3.0439000000000003
115,/home/htj/resisc45/imgs_full/meadow_s0005115.png,meadow,intersection,intersection,0,1782900344.0550508,1782900345.8409026,1.7858517169952393,5.119806440145739,3.0935
116,/home/htj/resisc45/imgs_full/palace_s0005116.png,palace,palace,palace,1,1782900345.8421192,1782900347.6370368,1.7949175834655762,5.336626522690057,3.1899
117,/home/htj/resisc45/imgs_full/roundabout_s0005117.png,roundabout,intersection,intersection,0,1782900347.6381953,1782900349.4253764,1.7871811389923096,5.280370802663987,3.144
118,/home/htj/resisc45/imgs_full/overpass_s0005118.png,overpass,highway,,0,1782900349.426914,1782900351.2207582,1.793844223022461,5.299352180600167,3.1899
119,/home/htj/resisc45/imgs_full/industrial_area_s0005119.png,industrial_area,airport,airport,0,1782900351.2222624,1782900353.0053568,1.7830944061279297,5.274335734152024,3.144
120,/home/htj/resisc45/imgs_full/mobile_home_park_s0005120.png,mobile_home_park,residential,,0,1782900353.0065522,1782900354.8031313,1.796579122543335,5.335727707758545,3.1899
121,/home/htj/resisc45/imgs_full/rectangular_farmland_s0005121.png,rectangular_farmland,circular farmland,circular_farmland,0,1782900354.8043823,1782900356.6546504,1.8502681255340576,5.472572727419436,3.144
122,/home/htj/resisc45/imgs_full/storage_tank_s0005122.png,storage_tank,industrial area,industrial_area,0,1782900356.6566062,1782900358.5248857,1.8682794570922852,5.531918857921253,3.144
123,/home/htj/resisc45/imgs_full/rectangular_farmland_s0005123.png,rectangular_farmland,circular farmland,circular_farmland,0,1782900358.525902,1782900360.3888135,1.8629114627838135,5.379072170994498,3.144
124,/home/htj/resisc45/imgs_full/storage_tank_s0005124.png,storage_tank,industrial area,industrial_area,0,1782900360.3903663,1782900362.2382376,1.8478713035583496,5.338211466088891,3.0895499999999996
125,/home/htj/resisc45/imgs_full/palace_s0005125.png,palace,palace,palace,1,1782900362.2397087,1782900364.0213058,1.7815971374511719,5.125769906197824,3.044
126,/home/htj/resisc45/imgs_full/beach_s0005126.png,beach,beach,beach,1,1782900364.0223882,1782900365.802866,1.78047776222229,5.150087567158044,3.0895499999999996
127,/home/htj/resisc45/imgs_full/stadium_s0005127.png,stadium,stadium,stadium,1,1782900365.8045497,1782900367.6040165,1.799466848373413,5.202026469376779,3.045
128,/home/htj/resisc45/imgs_full/medium_residential_s0005128.png,medium_residential,residential,,0,1782900367.605249,1782900369.387105,1.7818560600280762,5.114372356295585,3.045
129,/home/htj/resisc45/imgs_full/tennis_court_s0005129.png,tennis_court,palace,palace,0,1782900369.3886588,1782900371.182513,1.7938542366027832,5.165837271290441,3.044
130,/home/htj/resisc45/imgs_full/commercial_area_s0005130.png,commercial_area,intersection,intersection,0,1782900371.1841295,1782900372.997644,1.8135144710540771,5.203879774689674,3.045
131,/home/htj/resisc45/imgs_full/bridge_s0005131.png,bridge,harbor,harbor,0,1782900372.9987147,1782900374.7788181,1.7801034450531006,5.21955041435457,3.0945
132,/home/htj/resisc45/imgs_full/commercial_area_s0005132.png,commercial_area,intersection,intersection,0,1782900374.780292,1782900376.5974796,1.8171875476837158,5.2704685465022925,3.043
133,/home/htj/resisc45/imgs_full/cloud_s0005133.png,cloud,desert,desert,0,1782900376.5989282,1782900378.3965724,1.7976441383361816,5.361529818966985,3.246
134,/home/htj/resisc45/imgs_full/roundabout_s0005134.png,roundabout,intersection,intersection,0,1782900378.397834,1782900380.197228,1.799393892288208,5.401443078294397,3.246
135,/home/htj/resisc45/imgs_full/basketball_court_s0005135.png,basketball_court,intersection,intersection,0,1782900380.1983669,1782900381.9829686,1.7846016883850098,5.359964819369778,3.246
136,/home/htj/resisc45/imgs_full/commercial_area_s0005136.png,commercial_area,airport,airport,0,1782900381.9848495,1782900383.780879,1.7960295677185059,5.394345838423698,3.2965
137,/home/htj/resisc45/imgs_full/commercial_area_s0005137.png,commercial_area,airport,airport,0,1782900383.7828496,1782900385.5694258,1.786576271057129,5.377479312896728,3.246
138,/home/htj/resisc45/imgs_full/golf_course_s0005138.png,golf_course,golf course,golf_course,1,1782900385.5704672,1782900387.4266496,1.856182336807251,5.4154400916099545,3.0846
139,/home/htj/resisc45/imgs_full/ship_s0005139.png,ship,harbor,harbor,0,1782900387.4280674,1782900389.2073972,1.779329776763916,5.198398039417882,3.143
140,/home/htj/resisc45/imgs_full/thermal_power_station_s0005140.png,thermal_power_station,industrial area,industrial_area,0,1782900389.208968,1782900391.0857701,1.8768022060394287,5.474006434281667,3.043
141,/home/htj/resisc45/imgs_full/tennis_court_s0005141.png,tennis_court,intersection,intersection,0,1782900391.087253,1782900392.8844588,1.7972056865692139,5.221404288876442,3.144
142,/home/htj/resisc45/imgs_full/freeway_s0005142.png,freeway,intersection,intersection,0,1782900392.8857238,1782900394.6691928,1.7834689617156982,5.17891519779712,3.0895499999999996
143,/home/htj/resisc45/imgs_full/medium_residential_s0005143.png,medium_residential,residential,,0,1782900394.6704285,1782900396.4578288,1.787400245666504,5.216325813724149,3.143
144,/home/htj/resisc45/imgs_full/island_s0005144.png,island,island,island,1,1782900396.4591398,1782900398.2380931,1.7789533138275146,5.145192068315322,3.043
145,/home/htj/resisc45/imgs_full/stadium_s0005145.png,stadium,industrial area,industrial_area,0,1782900398.2396326,1782900400.1039524,1.8643198013305664,5.534657039295543,3.184
146,/home/htj/resisc45/imgs_full/runway_s0005146.png,runway,intersection,intersection,0,1782900400.1050587,1782900401.8875186,1.7824599742889404,5.359512150433757,3.246
147,/home/htj/resisc45/imgs_full/church_s0005147.png,church,palace,palace,0,1782900401.8887575,1782900403.7173374,1.8285799026489258,5.288807193582708,3.043
148,/home/htj/resisc45/imgs_full/railway_station_s0005148.png,railway_station,airport,airport,0,1782900403.7185707,1782900405.5121484,1.7935776710510254,5.222608891379449,3.0935
149,/home/htj/resisc45/imgs_full/stadium_s0005149.png,stadium,stadium,stadium,1,1782900405.5131955,1782900407.2947533,1.7815577983856201,5.3449607431888575,3.2965
150,/home/htj/resisc45/imgs_full/cloud_s0005150.png,cloud,desert,desert,0,1782900407.296002,1782900409.0792048,1.783202886581421,5.341082720942795,3.246
151,/home/htj/resisc45/imgs_full/airport_s0005151.png,airport,airport,airport,1,1782900409.0806577,1782900410.8624532,1.7817955017089844,5.420969120763964,3.3955
152,/home/htj/resisc45/imgs_full/sea_ice_s0005152.png,sea_ice,desert,desert,0,1782900410.8639233,1782900412.6488757,1.7849524021148682,5.314724566851893,3.195
153,/home/htj/resisc45/imgs_full/snowberg_s0005153.png,snowberg,desert,desert,0,1782900412.6501043,1782900414.4334106,1.783306360244751,5.26727397660166,3.144
154,/home/htj/resisc45/imgs_full/industrial_area_s0005154.png,industrial_area,industrial area,industrial_area,1,1782900414.4346118,1782900416.2997215,1.8651096820831299,5.5375106461048125,3.1847999999999996
155,/home/htj/resisc45/imgs_full/dense_residential_s0005155.png,dense_residential,residential,,0,1782900416.3009984,1782900418.086929,1.7859306335449219,5.340508700955299,3.194
156,/home/htj/resisc45/imgs_full/lake_s0005156.png,lake,lake,lake,1,1782900418.0882604,1782900419.8689854,1.7807250022888184,5.301907644717924,3.195
157,/home/htj/resisc45/imgs_full/desert_s0005157.png,desert,beach,beach,0,1782900419.8701434,1782900421.6651793,1.7950358390808105,5.199994446337223,3.08845
158,/home/htj/resisc45/imgs_full/stadium_s0005158.png,stadium,stadium,stadium,1,1782900421.6664062,1782900423.4472172,1.780811071395874,5.156424625504401,3.0935
159,/home/htj/resisc45/imgs_full/bridge_s0005159.png,bridge,bridge,bridge,1,1782900423.4484153,1782900425.2231658,1.7747504711151123,5.162004870276298,3.043
160,/home/htj/resisc45/imgs_full/stadium_s0005160.png,stadium,stadium,stadium,1,1782900425.22435,1782900426.9993744,1.7750244140625,5.140413444272934,3.045
161,/home/htj/resisc45/imgs_full/terrace_s0005161.png,terrace,circular farmland,circular_farmland,0,1782900427.0006316,1782900428.8638713,1.8632397651672363,5.385752767458558,3.043
162,/home/htj/resisc45/imgs_full/sea_ice_s0005162.png,sea_ice,desert,desert,0,1782900428.8648803,1782900430.6527593,1.7878789901733398,5.207700399845839,3.144
163,/home/htj/resisc45/imgs_full/bridge_s0005163.png,bridge,intersection,intersection,0,1782900430.653973,1782900432.4294982,1.7755250930786133,5.136422269267421,3.044
